iso2c	edate	party	partyname	parfam	thrs	thrs_l	er.v.c	er.v.c_l	er.in	er.in_l	rile.logit	per607	per608	multic.logit_fd	per608_fd	multic.ratio_fd	af.bipolar_fd	meguid.bipolar_fd	env.logit_fd
NL	09-06-2010	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	14,78036865	5,223247664	1	1	0,692378065	0,263	3,876	2,817365178	2,587	0,997831302	-0,422	0,34	-0,433750761
NL	12-09-2012	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	9,416517804	14,78036865	1	1	0,838067771	0,291	2,327	-0,584975696	-1,549	-0,095223268	-2,164	-2,5	0,120132364
NL	26-05-1981	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	-0,666666667	-0,666666667	0	0	-0,833788816	1,9	0	-0,817285405	0	0	-1,2	-2,6	1,452119016
NL	08-09-1982	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	-0,666666667	-0,666666667	0	0	-0,487481551	0,9	0	0,78567765	0	0	3,2	2,8	-0,179177239
NL	21-05-1986	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	-0,5325761	-0,666666667	0	0	-0,177264268	1,5	0	-0,504064201	0	0	2,3	2,6	0,468099141
NL	06-09-1989	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	0,251667387	-0,5325761	1	0	-0,4660193	1,8	0	-0,195328243	0	0	-3,9	-2	-0,335264662
NL	03-05-1994	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	1,79096985	0,251667387	1	1	-0,122334346	2,793	0,249	2,00585539	0,249	0,163708087	1,399	0,595	-1,722718704
NL	06-05-1998	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	-0,05993697	1,79096985	0	1	-0,061009716	2,219	0,74	1,254423117	0,491	0,336460889	3,65	7,182	0,177658103
NL	15-05-2002	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	16,32917763	-0,05993697	1	0	0,091991718	0,435	0	-1,487635145	-0,74	-0,500168976	3,245	1,528	1,571155818
NL	22-01-2003	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	5,029914452	16,32917763	1	1	0,091991718	0,435	0	0	0	0	0	0	0
NL	22-11-2006	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	5,223247664	5,029914452	1	1	0,144228041	2,697	1,124	1,700323661	1,124	0,588327663	-5,231	-3,249	0,750998403
NL	09-06-2010	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	14,78036865	5,223247664	1	1	0,414266399	2,33	1,605	0,495956317	0,481	0,227428373	5,691	2,473	-1,16199334
NL	12-09-2012	22521	CDA Christian Democratic Appeal	50	0,666666667	0,666666667	9,416517804	14,78036865	1	1	0,635744956	1,93	1,091	-0,186407366	-0,514	-0,093478644	-4,838	-2,651	0,413508221
NO	14-09-1981	12320	DnA Norwegian Labour Party	30	1,878835752	1,878835752	-1,878835752	-1,878835752	0	0	-1,209937916	0,4	0	-1,251110076	0	0	-0,8	-1,3	0,481618386
NO	08-09-1985	12320	DnA Norwegian Labour Party	30	1,857485345	1,878835752	-1,857485345	-1,878835752	0	0	-1,641554314	0,4	0	-0,559733942	0	0	-0,5	-0,2	1,41481347
NO	11-09-1989	12320	DnA Norwegian Labour Party	30	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0		0,4	0		0	0	1,7	1,2	
NO	13-09-1993	12320	DnA Norwegian Labour Party	30	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0	-0,928832773	1,205	0,172		0,172	0,249818446	-0,142	-0,084	
NO	16-09-1997	12320	DnA Norwegian Labour Party	30	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0	-0,805525062	1,321	0,22	0,016344686	0,048	0,035710431	-1,001	-0,13	-1,241945057
NO	10-09-2001	12320	DnA Norwegian Labour Party	30	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0	-1,897771814	1,783	0,35	0,153067969	0,13	0,0426474	0,883	-0,351	2,393439215
NO	12-09-2005	12320	DnA Norwegian Labour Party	30	1,934422608	1,857485345	-1,934422608	-1,857485345	0	0	-1,218805044	0,661	0	-1,546276507	-0,35	-0,328176278	0,821	0,385	-4,867184893
NO	14-09-2009	12320	DnA Norwegian Labour Party	30	1,934422608	1,934422608	-1,934422608	-1,934422608	0	0	-1,052429333	2,729	0,141	0,318224529	0,141	0,09825784	-1,62	-1,079	4,00747645
NO	14-09-1981	12620	H Conservative Party	60	1,878835752	1,878835752	-1,878835752	-1,878835752	0	0	0,311595664	1,3	0	-1,438463832	-0,1	-0,125	0,9	0,5	0,170683639
NO	08-09-1985	12620	H Conservative Party	60	1,857485345	1,878835752	-1,857485345	-1,878835752	0	0	-0,333977282	0,8	0	0,28814354	0	0	-0,6	-1	1,574001556
NO	11-09-1989	12620	H Conservative Party	60	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0		0,5	0		0	0	1,2	0,9	
NO	13-09-1993	12620	H Conservative Party	60	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0	0,484133304	0,646	0,923		0,923	1,17654557	1,306	5,042	
NO	16-09-1997	12620	H Conservative Party	60	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0	0,111942384	0,883	0,08	-2,375833924	-0,843	-1,010398115	0,985	2,106	-0,756836594
NO	10-09-2001	12620	H Conservative Party	60	1,857485345	1,857485345	-1,857485345	-1,857485345	0	0	0,3079777	0,753	0,377	1,393787176	0,297	0,501109181	1,454	-1,594	0,119394463
NO	12-09-2005	12620	H Conservative Party	60	1,934422608	1,857485345	-1,934422608	-1,857485345	0	0	0,42098588	1,11	0	-2,965725004	-0,377	-0,667256637	0,002	-3,332	-2,999608119
NO	14-09-2009	12620	H Conservative Party	60	1,934422608	1,934422608	-1,934422608	-1,934422608	0	0	-0,396194513	0,814	0,746	3,527550106	0,746	0,956410256	-0,88	2,827	3,855854368
PL	23-09-2001	92212	SLD-UP Coalion of the Democratic Left Alliance and the Union of Labour	30	5	5	2,874893157	0,555158677	1	1	-0,21060859	0,217	0						
PL	23-09-2001	92435	PO Civic Platform	40	5	5	2,874893157	0,555158677	1	1	-0,3994152	0	0			NaN			
PL	25-09-2005	92435	PO Civic Platform	40	5	5	2,969401278	2,874893157	1	1	0,035068031	0	0	0	0	NaN	-0,083	0,206	0,067044284
PL	21-10-2007	92435	PO Civic Platform	40	5	5	-3,704197854	2,969401278	0	1	0,283994982	0,16	0	-1,630964543	0	NaN	-3,331	-0,74	-2,650959364
PL	09-10-2011	92435	PO Civic Platform	40	5	5	-4,755252496	-3,704197854	0	0	-0,169191039	0	0	1,630964543	0	NaN	-3,907	-5,954	-1,541529357
PL	23-09-2001	92436	PiS Law and Justice	60	5	5	2,874893157	0,555158677	1	1	0,191636984	0	0			NaN			
PL	25-09-2005	92436	PiS Law and Justice	60	5	5	2,969401278	2,874893157	1	1	-0,058864903	0	0	0	0	NaN	-7,835	-7,423	2,624702021
PL	21-10-2007	92436	PiS Law and Justice	60	5	5	-3,704197854	2,969401278	0	1	0,555898811	0	0	0	0	NaN	2,462	-1,75	-0,089408437
PL	09-10-2011	92436	PiS Law and Justice	60	5	5	-4,755252496	-3,704197854	0	0	0,616774473	0	0	0	0	NaN	-3,183	-2,428	-2,824734977
PL	09-10-2011	92440	RP Palikot's Movement	40	5	5	-4,755252496	-3,704197854	0	0	0,788323898	0	0			NaN			
PT	06-10-1985	35311	PS Socialist Party	30	1,242259988	1,242259988	-1,242259988	-1,242259988	0	0	0,805673655	0	0	0	0	NaN	-8,8	-8,8	1,550555593
PT	19-07-1987	35311	PS Socialist Party	30	1,242259988	1,242259988	-1,242259988	-1,242259988	0	0	-0,847302876	0	0	0	0	NaN	0	0	-2,397853454
PT	06-10-1991	35311	PS Socialist Party	30	1,341640787	1,242259988	-1,341640787	-1,242259988	0	0	-0,61226631	0,131	0	-2,200585589	0	NaN	-0,36	-0,327	-0,934911007
PT	01-10-1995	35311	PS Socialist Party	30	1,341640787	1,341640787	-1,341640787	-1,341640787	0	0	-0,840872665	0,229	0	-0,933814115	0	0	1,362	1,6	0,099594054
PT	10-10-1999	35311	PS Socialist Party	30	1,341640787	1,341640787	-1,341640787	-1,341640787	0	0	-0,837631937	0	0	3,134399704	0	NaN	0,462	0,234	0,264633912
PT	17-03-2002	35311	PS Socialist Party	30	1,341640787	1,341640787	-1,253826688	-1,341640787	0	0	-0,506407145	0,044	1,051	2,961471124	1,051	NaN	4,338	5,237	0,411478902
PT	20-02-2005	35311	PS Socialist Party	30	1,341640787	1,341640787	-1,173611278	-1,253826688	0	0	-0,484090305	0	0,982	1,328991605	-0,069	0,080365297	-1,001	-1,261	-0,472948284
PT	27-09-2009	35311	PS Socialist Party	30	1,341640787	1,341640787	-1,132752948	-1,173611278	0	0	-0,193355347	0,096	0,67	-2,534954665	-0,312	-0,250652742	4,672	3,99	0,229274808
PT	05-06-2011	35311	PS Socialist Party	30	1,341640787	1,341640787	-1,014071647	-1,132752948	0	0	0,010166799	0	0	-1,755508064	-0,67	NaN	-0,667	-0,788	0,918830669
PT	06-10-1985	35312	PRD Democratic Renewal Party	30	1,242259988	1,242259988	-1,242259988	-1,242259988	0	0	0,847293289	0	0			NaN			
PT	06-10-1985	35313	PSD Social Democratic Party	30	1,242259988	1,242259988	-1,242259988	-1,242259988	0	0	1,341147356	0	0	1,099365338	0	NaN	6,402	6,181	0,535137639
PT	19-07-1987	35313	PSD Social Democratic Party	30	1,242259988	1,242259988	-1,242259988	-1,242259988	0	0	0,912069222	0	0	0	0	NaN	0	0,735	1,752579699
PT	06-10-1991	35313	PSD Social Democratic Party	30	1,341640787	1,242259988	-1,341640787	-1,242259988	0	0	-0,450860795	0	0	0	0	NaN	1,097	0,96	-4,053628653
PT	01-10-1995	35313	PSD Social Democratic Party	30	1,341640787	1,341640787	-1,341640787	-1,341640787	0	0	-0,19677288	0	0	0	0	NaN	1,129	0,962	1,059296508
PT	10-10-1999	35313	PSD Social Democratic Party	30	1,341640787	1,341640787	-1,341640787	-1,341640787	0	0	0,030709157	0	0	0	0	NaN	0,173	0,373	-1,469116146
PT	17-03-2002	35313	PSD Social Democratic Party	30	1,341640787	1,341640787	-1,253826688	-1,341640787	0	0	0,069177026	0	0,693	3,761746943	0,693	NaN	2,581	3,434	1,104524609
PT	20-02-2005	35313	PSD Social Democratic Party	30	1,341640787	1,341640787	-1,173611278	-1,253826688	0	0	0,116907345	0	0,936	0,442487064	0,243	0	0,241	-0,363	-0,906857252
PT	27-09-2009	35313	PSD Social Democratic Party	30	1,341640787	1,341640787	-1,132752948	-1,173611278	0	0	0,289911752	0,45	0	-6,399567909	-0,936	-2	4,249	4,719	0,094990604
PT	05-06-2011	35313	PSD Social Democratic Party	30	1,341640787	1,341640787	-1,014071647	-1,132752948	0	0	0,480997433	0,111	0	0,252187569	0	0	-4,051	-5,401	2,185428693
PT	06-10-1985	35520	CDS Social Democratic Center Party	50	1,242259988	1,242259988	-1,242259988	-1,242259988	0	0	0,84729786	0	0	0	0	NaN	-3,572	-2,679	-1,098612289
PT	19-07-1987	35520	CDS Social Democratic Center Party	50	1,242259988	1,242259988	-1,242259988	-1,242259988	0	0	0,2171005	0	0	0	0	NaN	0	3,03	-3,806573597
PT	06-10-1991	35520	CDS Social Democratic Center Party	50	1,341640787	1,242259988	-1,341640787	-1,242259988	0	0	-0,561300645	0	0	0	0	NaN	-1,661	-3,694	1,055231376
PT	01-10-1995	35520	CDS-PP Social Democratic Center-Popular Party	50	1,341640787	1,341640787	-1,341640787	-1,341640787	0	0	-0,032043195	0	0	0	0	NaN	7,568	7,037	-0,368960671
PT	10-10-1999	35520	CDS-PP Social Democratic Center-Popular Party	50	1,341640787	1,341640787	-1,341640787	-1,341640787	0	0	-0,643482848	0	0	0	0	NaN	-3,555	-1,495	-1,404116202
PT	17-03-2002	35520	CDS-PP Social Democratic Center-Popular Party	50	1,341640787	1,341640787	-1,253826688	-1,341640787	0	0	0,673166561	0,322	0,766	0,831906557	0,766	NaN	7,56	6,404	1,763522606
PT	20-02-2005	35520	CDS-PP Social Democratic Center-Popular Party	50	1,341640787	1,341640787	-1,173611278	-1,253826688	0	0	0,519796649	0,425	0,212	-1,470034936	-0,554	-0,742468141	-3,596	-4,117	0,109545654
PT	27-09-2009	35520	CDS-PP Social Democratic Center-Popular Party	50	1,341640787	1,341640787	-1,132752948	-1,173611278	0	0	0,340463278	0	0,87	4,64310242	0,658	1,334379906	4,564	6,005	1,08701131
PT	05-06-2011	35520	CDS-PP Social Democratic Center-Popular Party	50	1,341640787	1,341640787	-1,014071647	-1,132752948	0	0	0,713218361	0	0	-4,004974041	-0,87	NaN	3,58	1,947	1,412283184
RO	09-12-2012	93031	USL Social Liberal Union	30	5	5	9,126356846	-1,84040208	1	0	0,71770416	0	0			NaN			
RO	28-11-2004	93041	ADA Justice and Truth Alliance	40	5	5	7,924394387	14,48467926	1	1	0,263782262	0,32	0						
RO	09-12-2012	93061	ARD Right Romania Alliance	60	5	5	9,126356846	-1,84040208	1	0	-0,481267744	0	0			NaN			
RO	26-11-2000	93221	PD Democratic Party	30	5	3	14,48467926	1,464754804	1	1	-0,168492691	0	0			NaN			
RO	26-11-2000	93223	PDSR Social Democratic Pole of Romania	20	5	3	14,48467926	1,464754804	1	1	-0,316790213	0,279	0	-1,944898209	0	NaN	-1,09	-1,606	0,705328744
RO	26-11-2000	93430	PNL National Liberal Party	40	5	3	14,48467926	1,464754804	1	1	-0,40243908	0	0			NaN			
RO	30-11-2008	93430	PNL National Liberal Party	40	5	5	-1,84040208	7,924394387	0	1	0,646669754	0	0			NaN			
RO	30-11-2008	93530	PDL Democratic Liberal Party	50	5	5	-1,84040208	7,924394387	0	1	0,253157521	0	0			NaN			
SE	19-09-1982	11320	SAP Social Democratic Labour Party	30	4	4	-4	-4	0	0	-0,953349189	0	0	1,135908073	0	NaN	1.11022302462516E-16	-1,3	-1,836592553
SE	15-09-1985	11320	SAP Social Democratic Labour Party	30	4	4	-4	-4	0	0	-1,035409515	0	0	0	0	NaN	0	0	1,969441576
SE	18-09-1988	11320	SAP Social Democratic Labour Party	30	4	4	-4	-4	0	0	-1,474582241	0	0	0	0	NaN	0	0	-1,508649876
SE	15-09-1991	11320	SAP Social Democratic Labour Party	30	4	4	-4	-4	0	0	-0,359384812	0	0	0	0	NaN	1,538	1,538	0,705507031
SE	18-09-1994	11320	SAP Social Democratic Labour Party	30	4	4	-4	-4	0	0	1,098656099	0	0	0	0	NaN	-0,567	0,404	2,971193476
SE	21-09-1998	11320	SAP Social Democratic Labour Party	30	4	4	-3,626999716	-4	0	0	-0,132556769	0	0	0	0	NaN	0,592	0,012	-0,468750814
SE	15-09-2002	11320	SAP Social Democratic Labour Party	30	4	4	-2,561249296	-3,626999716	0	0	-0,688130328	0,733	0	-1,609873817	0	NaN	2,832	2,441	-3,023124358
SE	17-09-2006	11320	SAP Social Democratic Labour Party	30	4	4	-1,073412645	-2,561249296	0	0	-0,878178997	0,51	0,25	1,085594415	0,25	0,657894737	-1,595	-1,345	0,988038253
SE	19-09-2010	11320	SAP Social Democratic Labour Party	30	4	4	1,697764314	-1,073412645	1	0	-1,017868074	0	0	0,524279402	-0,25	NaN	-2,446	-2,341	2,295720775
SE	19-09-1982	11420	FP People’s Party	40	4	4	-4	-4	0	0	0,157669319	4,1	0	0,654337712	0	0	1,1	1,4	1,400297529
SE	15-09-1985	11420	FP People’s Party	40	4	4	-4	-4	0	0	0,394791767	0	0	2,405683051	0	NaN	3,8	1	-2,198700048
SE	18-09-1988	11420	FP People’s Party	40	4	4	-4	-4	0	0	-0,266005793	0	0	0	0	NaN	2,2	1,7	0,682928605
SE	15-09-1991	11420	FP Liberal People’s Party	40	4	4	-4	-4	0	0	0,186911527	0	0	0	0	NaN	-3,772	-3,772	0,494322828
SE	18-09-1994	11420	FP Liberal People’s Party	40	4	4	-4	-4	0	0	0,945656561	0	0	0	0	NaN	3,155	3,155	-0,587818653
SE	21-09-1998	11420	FP Liberal People’s Party	40	4	4	-3,626999716	-4	0	0	0,573405388	0	0	0	0	NaN	1,488	3,869	-0,788569822
SE	15-09-2002	11420	FP Liberal People’s Party	40	4	4	-2,561249296	-3,626999716	0	0	0,037546378	0	0	0	0	NaN	-1,94	-2,223	0,052873131
SE	17-09-2006	11420	FP Liberal People’s Party	40	4	4	-1,073412645	-2,561249296	0	0	0,437209913	0,33	0	-1,608036932	0	NaN	10,099	7,831	0,533916956
SE	19-09-2010	11420	FP Liberal People’s Party	40	4	4	1,697764314	-1,073412645	1	0	-0,160620278	0,655	0	-0,956881656	0	0	-5,18	-4,027	-1,272208387
SE	19-09-1982	11620	MSP Moderate Coalition Party	60	4	4	-4	-4	0	0	0,787403325	0,7	0	0,024033199	0	0	0,5	-0,4	1,075120459
SE	15-09-1985	11620	MSP Moderate Coalition Party	60	4	4	-4	-4	0	0	1,790313802	0	0	1,085189268	0	NaN	2,9	11,8	-1,076487255
SE	18-09-1988	11620	MSP Moderate Coalition Party	60	4	4	-4	-4	0	0	1,683249368	0	0	0	0	NaN	4,6	-1,7	0,002342154
SE	15-09-1991	11620	MSP Moderate Coalition Party	60	4	4	-4	-4	0	0	1,488077055	0	0	0	0	NaN	-0,505	-1,722	-0,313995352
SE	18-09-1994	11620	MSP Moderate Coalition Party	60	4	4	-4	-4	0	0	1,589674887	0	0	0	0	NaN	-4,87	-4,44	1,94610631
SE	21-09-1998	11620	MSP Moderate Coalition Party	60	4	4	-3,626999716	-4	0	0	1,743356391	0	0	0	0	NaN	-0,534	-2,748	-0,085014204
SE	15-09-2002	11620	MSP Moderate Coalition Party	60	4	4	-2,561249296	-3,626999716	0	0	1,374806587	0	0	0	0	NaN	2,601	4,902	0,200374808
SE	19-09-1982	11810	CP Centre Party	80	4	4	-4	-4	0	0	-0,589123305	1,5	0	0,434000652	0	0	3,2	-0,4	0,531128566
SE	15-09-1985	11810	CP Centre Party	80	4	4	-4	-4	0	0	-0,043403393	0	0	2,413231613	0	NaN	2,1	0,7	0,398304875
SE	18-09-1988	11810	CP Centre Party	80	4	4	-4	-4	0	0	-0,25656365	0	0	0	0	NaN	2,8	2	-1,938984555
SE	15-09-1991	11810	CP Centre Party	80	4	4	-4	-4	0	0	0,293789313	0	0	0	0	NaN	1,777	1,552	1,346035153
SE	18-09-1994	11810	CP Centre Party	80	4	4	-4	-4	0	0	1,117446246	0	0	0	0	NaN	-6,977	-7,146	-1,168456308
SE	21-09-1998	11810	CP Centre Party	80	4	4	-3,626999716	-4	0	0	0,463404211	0	0	0	0	NaN	3,306	4,353	-0,263684678
SE	15-09-2002	11810	CP Centre Party	80	4	4	-2,561249296	-3,626999716	0	0	0,414542202	0,38	0	-1,098212209	0	NaN	-0,644	-1,537	1,171754972
SE	17-09-2006	11810	CP Centre Party	80	4	4	-1,073412645	-2,561249296	0	0	-0,154691711	0	0	1,098212209	0	NaN	0,848	1,998	0,118616461
SE	19-09-2010	11810	CP Centre Party	80	4	4	1,697764314	-1,073412645	1	0	-0,120719918	0,527	0	-2,197209022	0	NaN	-4,037	-5,947	-1,367472789
SI	03-10-2004	97322	SD Social Democratic Party	30	4	4	2,270825334	0,384878663	1	1	-0,235488659	0	1,13	2,707343285	1,13	NaN	1,889	1,117	1,291466076
SI	21-09-2008	97322	SD Social Democratic Party	30	4	4	1,403169913	2,270825334	1	1	-0,604185638	0,22	0	-4,909356379	-1,13	-2	-2,01	-1,85	0,658175297
SI	04-12-2011	97322	SD Social Democratic Party	30	4	4	-2,054757027	1,403169913	0	1	-0,047849793	0,288	0	0,257475315	0	0	4,231	4,231	-1,252301745
SI	03-10-2004	97330	SDS Slovenian Democratic Party	60	4	4	2,270825334	0,384878663	1	1	-0,111439134	0,405	0						
SI	21-09-2008	97330	SDS Slovenian Democratic Party	60	4	4	1,403169913	2,270825334	1	1	-0,364895905	0,66	0	-0,206008301	0	0	-1,112	-1,904	0,998688907
SI	04-12-2011	97330	SDS Slovenian Democratic Party	60	4	4	-2,054757027	1,403169913	0	1	0,172916196	0,099	0	1,430745252	0	0	2,785	2,765	-0,41973665
SI	04-12-2011	97340	PS Zoran Jankovic's List - Positive Slovenia	30	4	4	-2,054757027	1,403169913	0	1	0,497515716	0,36	0						
SI	03-10-2004	97421	LDS Liberal Democracy of Slovenia	40	4	4	2,270825334	0,384878663	1	1	-0,71947171	0,9	0	-0,55440157	0	0	-1,276	-2,15	1,890016207
SI	21-09-2008	97421	LDS Liberal Democracy of Slovenia	40	4	4	1,403169913	2,270825334	1	1	0,251091137	0,38	0,05	1,677830611	0,05	0,23255814	3,98	4,2	-1,6918004
SI	04-12-2011	97421	LDS Liberal Democracy of Slovenia	40	4	4	-2,054757027	1,403169913	0	1	0,169984204	0,113	0	0,722875764	-0,05	-0,23255814	3,425	-0,411	0,678243001
SI	21-09-2008	97521	SLS Slovenian People's Party	50	4	4	1,403169913	2,270825334	1	1	-0,005177653	0,27	0,13	0,557168043	0,13	0,65	0,83	2,05	-3,612717339
SI	04-12-2011	97521	SLS Slovenian People's Party	50	4	4	-2,054757027	1,403169913	0	1	-0,162222718	0,244	0	-0,561108079	-0,13	-0,65	-1,791	-3,521	2,857382234
SK	26-09-1998	96220	SDL' Party of the Democratic Left	30	5	5	4,074814776	0,402930594	1	1	-0,267419308	0,867	0,062						
SK	20-09-2002	96220	SDL' Party of the Democratic Left	30	5	5	-1,345007323	4,074814776	0	1	-0,422849063	0	0	2,267958619	-0,062	NaN	-1,698	-1,184	-1,289316342
SK	20-09-2002	96423	Smer Direction-Social Democracy	30	5	5	-1,345007323	4,074814776	0	1	0,360534745	0	0			NaN			
SK	17-06-2006	96423	Smer Direction-Social Democracy	30	5	5	6,73311728	-1,345007323	1	0	-0,885187835	0	0	0	0	NaN	-6,385	-6,261	-2,37232698
SK	12-06-2010	96423	Smer Direction-Social Democracy	30	5	5	0,079890962	6,73311728	1	1	-0,572799572	0,268	0	-1,610221605	0	NaN	-0,566	-2,077	-0,346709715
SK	10-03-2012	96423	Smer Direction-Social Democracy	30	5	5	-0,441171058	0,079890962	0	1	-0,379816615	0,256	0	0,001039726	0	0	0,506	4,01	0,559904844
SK	20-09-2002	96521	KDH Christian Democratic Movement	50	5	5	-1,345007323	4,074814776	0	1	1,199226534	0	0			NaN			
SK	17-06-2006	96521	KDH Christian Democratic Movement	50	5	5	6,73311728	-1,345007323	1	0	0,940045545	0	0	0	0	NaN	0,127	9,705	1,487633692
SK	12-06-2010	96521	KDH Christian Democratic Movement	50	5	5	0,079890962	6,73311728	1	1	0,534058092	0	0	0	0	NaN	-4,576	-10,741	-1,109135377
SK	10-03-2012	96521	KDH Christian Democratic Movement	50	5	5	-0,441171058	0,079890962	0	1	0,288228172	0,116	0,465	1,10025008	0,465	NaN	-1,119	-1,485	0,527292288
SK	26-09-1998	96522	SDK Slovak Democratic Coalition	50	5	5	4,074814776	0,402930594	1	1	0,205773567	0	0			NaN			
SK	20-09-2002	96523	SDKÚ Slovak Democratic and Christian Union	50	5	5	-1,345007323	4,074814776	0	1	1,288641469	0	0			NaN			
SK	17-06-2006	96523	SDKÚ-DS Slovak Democratic and Christian Union - Democartic Party	50	5	5	6,73311728	-1,345007323	1	0	-0,044911414	0,21	0	-1,613310405	0	NaN	-6,411	-8,1	-1,326255124
SK	12-06-2010	96523	SDKÚ-DS Slovak Democratic and Christian Union - Democartic Party	50	5	5	0,079890962	6,73311728	1	1	-0,114152753	0,737	0	-0,784013796	0	0	-1,217	-2,245	-1,343356513
SK	10-03-2012	96523	SDKÚ-DS Slovak Democratic and Christian Union - Democartic Party	50	5	5	-0,441171058	0,079890962	0	1	0,203487986	0	0	2,397324201	0	NaN	3,254	2,812	-0,372956734
